TotalPeopleInBurst MaximumCodeBurstLate NumberOfChanges MaxPeopleInBurst TotalBurstSizeLate NumberCodeBurstsLate NumberOfChangesLate NumberOfChangesEarly MaxChurnInBurst MaximumCodeBurstEarly NumberCodeBurstsEarly TimeFirstBurst TotalChurnInBurst ChurnTotal MaximumCodeBurst NumberOfConsecutiveChangesEarly NumberConsecutiveChangesLate TotalBurstSizeEarly TotalBurstSize TimeMaxBurst NumberConsecutiveChanges TimeLastBurst NumberCodeBursts PeopleTotal pre NumberOfDefects TLOC
4 0 10 3 0 0 3 7 116 3 2 4 147 281 3 2 2 6 6 4 4 48 2 6 2 0 323.0
4 0 5 4 5 1 5 0 165 0 0 55 165 165 5 0 4 0 5 55 4 55 1 4 0 0 9.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 11 0 0 0 0 0 -1 0 -1 0 1 0 1 27.0
3 0 5 3 3 1 4 1 76 0 0 54 76 80 3 0 2 0 3 54 2 54 1 3 1 0 94.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 1 2 18.0
3 0 11 3 4 1 4 7 43 0 0 51 43 94 4 2 3 0 4 51 5 51 1 5 2 0 278.0
1 0 6 1 0 0 2 4 123 0 1 40 123 209 3 2 1 3 3 40 3 40 1 2 0 0 37.0
2 0 23 1 3 1 4 19 774 6 4 1 1423 1482 6 14 2 18 21 12 16 55 5 2 6 0 641.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 336 0 0 0 0 0 -1 0 -1 0 1 0 0 191.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 3 0 0 49.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 12.0
4 0 12 4 0 0 6 6 130 0 1 42 130 130 12 5 6 12 12 42 11 42 1 4 6 1 60.0
0 0 5 0 0 0 1 4 0 0 0 -1 0 35 0 1 0 0 0 -1 1 -1 0 3 0 0 22.0
6 0 12 4 3 1 7 5 301 0 1 46 328 340 8 3 6 8 11 46 9 58 2 6 4 2 140.0
1 0 5 1 0 0 1 4 61 0 1 41 61 67 4 3 0 4 4 41 3 41 1 2 0 0 26.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 27.0
0 0 3 0 0 0 3 0 0 0 0 -1 0 10 0 0 1 0 0 -1 1 -1 0 1 2 0 152.0
3 0 4 3 0 0 0 4 9 0 1 4 9 13 3 2 0 3 3 4 2 4 1 4 0 0 148.0
1 0 7 1 5 1 6 1 287 0 0 54 287 1041 5 0 5 0 5 54 5 54 1 1 10 31 480.0
1 0 6 1 3 1 3 3 56 0 0 51 56 384 3 1 2 0 3 51 3 51 1 3 1 0 312.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 15 0 0 1 0 0 -1 1 -1 0 1 0 0 21.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 39 0 1 0 0 0 -1 1 -1 0 2 2 1 13.0
4 0 7 4 7 1 7 0 741 0 0 54 741 741 7 0 6 0 7 54 6 54 1 4 0 0 865.0
1 0 5 1 0 0 1 4 23 0 1 1 23 30 3 2 0 3 3 1 2 1 1 2 1 0 56.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 60.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 35.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 1 0 0 68.0
0 0 9 0 0 0 2 7 0 0 0 -1 0 558 0 2 1 0 0 -1 3 -1 0 2 0 0 142.0
3 0 15 3 0 0 3 12 836 10 2 30 964 964 10 10 3 15 15 39 13 39 2 3 8 1 75.0
3 0 15 3 0 0 6 9 177 12 2 30 221 221 12 7 6 15 15 41 13 41 2 3 4 0 733.0
2 0 5 2 5 1 5 0 55 0 0 54 55 55 5 0 4 0 5 54 4 54 1 2 3 1 48.0
2 0 7 2 3 1 3 4 65 0 0 55 65 253 3 1 2 0 3 55 3 55 1 3 1 0 368.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 30.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 4.0
3 0 11 3 0 0 3 8 124 6 2 37 139 142 6 6 2 10 10 45 8 45 2 3 8 0 101.0
0 0 3 0 0 0 3 0 0 0 0 -1 0 79 0 0 1 0 0 -1 1 -1 0 1 0 0 15.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 51.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 0 8.0
2 0 9 2 0 0 2 7 1005 0 1 36 1005 1064 7 6 0 7 7 36 6 36 1 2 3 0 323.0
5 0 6 5 6 1 6 0 576 0 0 54 576 576 6 0 5 0 6 54 5 54 1 5 0 0 149.0
1 0 3 1 3 1 3 0 37 0 0 54 37 37 3 0 2 0 3 54 2 54 1 1 2 1 108.0
6 0 11 6 0 0 6 5 890 0 1 46 890 890 10 3 6 10 10 46 9 46 1 6 2 4 320.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 149 0 1 0 0 0 -1 1 -1 0 2 0 0 93.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 3.0
3 0 13 3 0 0 4 9 1094 7 2 34 1297 1316 7 7 3 12 12 45 10 45 2 3 6 0 308.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 6.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 23.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 69.0
2 0 11 2 0 0 5 6 137 0 1 46 137 180 8 3 5 8 8 46 8 46 1 2 9 0 145.0
1 0 4 1 4 1 4 0 97 0 0 50 97 97 4 0 3 0 4 50 3 50 1 1 0 0 275.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 41.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 0 7.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 16.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 12.0
2 0 5 2 3 1 5 0 66 0 0 54 66 126 3 0 2 0 3 54 2 54 1 2 1 0 13.0
2 0 6 2 0 0 1 5 11 0 1 1 11 416 3 2 0 3 3 1 2 1 1 3 1 0 69.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 2 0 0 5.0
2 0 8 2 0 0 3 5 38 0 1 39 38 68 5 4 1 5 5 39 5 39 1 3 4 2 91.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 40.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 2 0 0 1 0 0 -1 1 -1 0 1 1 0 15.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 0 9.0
2 0 9 2 4 1 5 4 276 0 1 20 354 356 4 3 3 4 8 20 6 55 2 2 1 0 147.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 20.0
2 0 9 1 0 0 2 7 92 3 2 1 108 704 3 4 1 6 6 1 5 20 2 2 1 1 185.0
0 0 4 0 0 0 0 4 0 0 0 -1 0 38 0 1 0 0 0 -1 1 -1 0 4 0 0 56.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 84 0 1 0 0 0 -1 1 -1 0 2 1 0 8.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 1 1 0 13.0
1 0 16 1 4 1 5 11 113 0 1 21 195 252 5 5 3 5 9 21 8 50 2 2 0 0 32.0
3 0 3 3 3 1 3 0 19 0 0 53 19 19 3 0 2 0 3 53 2 53 1 3 3 1 379.0
6 0 23 5 0 0 7 16 438 8 4 1 1192 1228 8 8 7 19 19 49 15 49 4 9 2 0 250.0
0 0 3 0 0 0 3 0 0 0 0 -1 0 4 0 0 1 0 0 -1 1 -1 0 2 4 0 52.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 16.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 5.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 56 0 1 0 0 0 -1 1 -1 0 2 0 0 9.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 15.0
1 0 15 1 4 1 5 10 99 6 2 23 186 192 6 8 3 10 14 23 11 50 3 1 0 0 148.0
0 0 8 0 0 0 2 6 0 0 0 -1 0 386 0 2 0 0 0 -1 2 -1 0 4 1 4 711.0
0 0 3 0 0 0 0 3 0 0 0 -1 0 30 0 1 0 0 0 -1 1 -1 0 3 0 0 263.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 7 0 1 0 0 0 -1 1 -1 0 2 0 0 18.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 27 0 1 0 0 0 -1 1 -1 0 2 0 0 14.0
0 0 4 0 0 0 3 1 0 0 0 -1 0 73 0 0 1 0 0 -1 1 -1 0 2 1 0 8.0
3 0 5 3 0 0 1 4 13 0 1 4 13 29 3 2 0 3 3 4 2 4 1 5 0 0 43.0
3 0 7 3 4 1 4 3 25 0 0 53 25 102 4 1 3 0 4 53 4 53 1 3 0 0 19.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 29.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 4 0 1 0 0 0 -1 1 -1 0 1 0 0 33.0
2 0 3 2 3 1 3 0 7 0 0 57 7 7 3 0 2 0 3 57 2 57 1 2 0 0 75.0
2 0 10 2 5 1 7 3 221 0 1 47 325 325 5 2 6 5 10 47 8 55 2 2 4 2 277.0
2 0 5 2 5 1 5 0 156 0 0 54 156 156 5 0 4 0 5 54 4 54 1 2 1 0 150.0
3 0 7 3 0 0 1 6 55 0 1 41 55 143 3 3 0 3 3 41 3 41 1 4 0 0 864.0
4 0 17 3 4 1 4 13 2852 5 2 1 3177 3264 5 7 3 9 13 1 10 52 3 4 5 3 813.0
1 0 8 1 0 0 1 7 64 0 1 1 64 357 3 3 0 3 3 1 3 1 1 4 0 0 192.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 6.0
1 0 8 1 0 0 0 8 45 0 1 17 45 233 3 3 0 3 3 17 3 17 1 3 3 1 13.0
0 0 5 0 0 0 1 4 0 0 0 -1 0 212 0 2 0 0 0 -1 2 -1 0 2 0 1 78.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 32.0
0 0 12 0 0 0 3 9 0 0 0 -1 0 437 0 3 2 0 0 -1 5 -1 0 5 2 0 280.0
2 0 6 2 0 0 1 5 777 0 1 30 777 1560 3 2 0 3 3 30 2 30 1 3 2 1 249.0
0 0 4 0 0 0 0 4 0 0 0 -1 0 21 0 2 0 0 0 -1 2 -1 0 2 0 0 63.0
4 0 19 3 0 0 5 14 2413 6 3 1 3092 3119 6 7 5 14 14 48 12 48 3 5 11 1 722.0
3 0 6 3 0 0 1 5 79 0 1 24 79 89 3 2 0 3 3 24 2 24 1 5 0 0 32.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 66 0 1 0 0 0 -1 1 -1 0 2 0 0 8.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 31 0 1 0 0 0 -1 1 -1 0 1 0 0 6.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 3 0 0 0 0 0 -1 0 -1 0 2 0 0 11.0
3 0 8 3 0 0 2 6 12 0 1 4 12 257 3 3 1 3 3 4 4 4 1 7 2 0 133.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 0 0 107.0
0 0 5 0 0 0 2 3 0 0 0 -1 0 320 0 1 1 0 0 -1 2 -1 0 2 3 0 15.0
0 0 6 0 0 0 2 4 0 0 0 -1 0 357 0 2 1 0 0 -1 3 -1 0 2 0 0 88.0
0 0 8 0 0 0 1 7 0 0 0 -1 0 4373 0 3 0 0 0 -1 3 -1 0 2 0 0 1254.0
3 0 10 3 0 0 2 8 16 0 1 19 16 345 3 4 1 3 3 19 5 19 1 4 4 0 23.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 1 0 0 0 -1 1 -1 0 2 0 0 4.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 48 0 0 1 0 0 -1 1 -1 0 1 0 1 14.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 0 7.0
0 0 3 0 0 0 0 3 0 0 0 -1 0 34 0 1 0 0 0 -1 1 -1 0 3 0 0 58.0
1 0 6 1 0 0 0 6 106 0 1 12 106 132 3 3 0 3 3 12 3 12 1 2 0 0 77.0
2 0 4 2 3 1 4 0 45 0 0 54 45 45 3 0 2 0 3 54 2 54 1 2 0 0 6.0
3 0 4 3 4 1 4 0 99 0 0 55 99 99 4 0 3 0 4 55 3 55 1 3 4 0 46.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 40 0 0 1 0 0 -1 1 -1 0 3 0 0 24.0
3 0 13 2 0 0 2 11 338 5 3 1 447 474 5 8 1 12 12 1 9 45 3 3 1 1 115.0
3 0 11 2 3 1 4 7 39 0 1 1 49 104 3 2 2 3 6 1 4 57 2 5 1 0 106.0
2 0 6 2 6 1 6 0 620 0 0 54 620 620 6 0 5 0 6 54 5 54 1 2 2 0 437.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 183 0 0 1 0 0 -1 1 -1 0 2 3 1 62.0
3 0 19 3 0 0 5 14 280 7 2 32 538 668 7 10 4 13 13 44 14 44 2 3 3 0 28.0
0 0 4 0 0 0 0 4 0 0 0 -1 0 85 0 1 0 0 0 -1 1 -1 0 3 0 0 126.0
0 0 3 0 0 0 0 3 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 0 6.0
2 0 19 2 0 0 2 17 266 5 3 14 443 1127 5 11 1 13 13 14 12 41 3 3 0 0 304.0
2 0 13 2 0 0 4 9 288 9 2 23 349 395 9 6 4 12 12 44 10 44 2 2 1 0 15.0
2 0 6 2 3 1 3 3 344 0 0 55 344 635 3 0 2 0 3 55 2 55 1 4 2 0 140.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 60 0 1 0 0 0 -1 1 -1 0 2 0 0 17.0
0 0 5 0 0 0 2 3 0 0 0 -1 0 128 0 0 0 0 0 -1 0 -1 0 4 6 1 60.0
0 0 9 0 0 0 1 8 0 0 0 -1 0 1487 0 3 0 0 0 -1 3 -1 0 2 0 1 491.0
1 0 3 1 3 1 3 0 125 0 0 50 125 125 3 0 2 0 3 50 2 50 1 1 0 0 58.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 14.0
1 0 4 1 4 1 4 0 102 0 0 54 102 102 4 0 3 0 4 54 3 54 1 1 8 0 163.0
0 0 4 0 0 0 3 1 0 0 0 -1 0 51 0 0 2 0 0 -1 2 -1 0 2 3 0 111.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 19.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 7 0 1 0 0 0 -1 1 -1 0 2 0 0 25.0
1 0 6 1 0 0 1 5 8 0 1 47 8 12 3 3 0 3 3 47 3 47 1 3 1 0 9.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 34 0 1 0 0 0 -1 1 -1 0 2 0 0 33.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 35 0 0 1 0 0 -1 1 -1 0 2 1 0 81.0
1 0 8 1 0 0 3 5 64 0 1 34 64 144 3 3 1 3 3 34 4 34 1 2 1 0 122.0
0 0 6 0 0 0 2 4 0 0 0 -1 0 402 0 2 1 0 0 -1 3 -1 0 2 0 1 89.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 5 0 0 0 0 0 -1 0 -1 0 2 0 0 43.0
3 0 8 3 0 0 2 6 39 0 1 1 39 660 4 3 1 4 4 1 4 1 1 5 2 0 154.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 7 0 0 0 0 0 -1 0 -1 0 2 0 0 5.0
0 0 3 0 0 0 0 3 0 0 0 -1 0 52 0 1 0 0 0 -1 1 -1 0 3 0 0 35.0
3 0 3 3 3 1 3 0 44 0 0 55 44 44 3 0 2 0 3 55 2 55 1 3 0 0 158.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 21 0 0 0 0 0 -1 0 -1 0 3 0 0 241.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 6 0 1 0 0 0 -1 1 -1 0 3 0 0 16.0
2 0 9 2 0 0 1 8 1126 3 2 30 1147 1312 3 5 0 6 6 30 5 45 2 2 5 0 631.0
0 0 4 0 0 0 4 0 0 0 0 -1 0 58 0 0 1 0 0 -1 1 -1 0 1 0 0 8.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 0 5.0
2 0 5 2 3 1 3 2 42 0 0 51 42 53 3 0 2 0 3 51 2 51 1 2 5 0 32.0
0 0 8 0 0 0 2 6 0 0 0 -1 0 299 0 3 1 0 0 -1 4 -1 0 2 1 0 203.0
6 0 13 3 3 1 3 10 131 0 1 20 186 726 3 4 2 3 6 20 6 55 2 8 1 2 484.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 1 0 96.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 24 0 1 0 0 0 -1 1 -1 0 2 0 0 50.0
3 0 10 3 0 0 5 5 314 0 1 45 314 374 8 3 5 8 8 45 8 45 1 3 7 1 50.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 56 0 0 0 0 0 -1 0 -1 0 1 0 0 17.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 1 0 16.0
0 0 3 0 0 0 3 0 0 0 0 -1 0 13 0 0 1 0 0 -1 1 -1 0 3 0 0 26.0
0 0 5 0 0 0 0 5 0 0 0 -1 0 100 0 1 0 0 0 -1 1 -1 0 4 0 0 59.0
0 0 3 0 0 0 0 3 0 0 0 -1 0 25 0 1 0 0 0 -1 1 -1 0 3 0 0 8.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 0 15.0
0 0 4 0 0 0 2 2 0 0 0 -1 0 72 0 1 1 0 0 -1 2 -1 0 2 1 0 193.0
3 0 15 3 0 0 6 9 598 0 1 36 598 598 15 8 6 15 15 36 14 36 1 3 11 0 186.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 44.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 1 0 0 0 -1 1 -1 0 2 0 0 5.0
1 0 10 1 0 0 2 8 17 0 1 1 17 109 3 2 0 3 3 1 2 1 1 4 0 0 110.0
2 0 4 2 4 1 4 0 118 0 0 50 118 118 4 0 3 0 4 50 3 50 1 2 0 0 263.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 57 0 0 1 0 0 -1 1 -1 0 1 1 0 212.0
0 0 4 0 0 0 1 3 0 0 0 -1 0 103 0 1 0 0 0 -1 1 -1 0 1 1 0 5.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 1 0 0 0 -1 1 -1 0 2 0 0 9.0
0 0 3 0 0 0 0 3 0 0 0 -1 0 92 0 1 0 0 0 -1 1 -1 0 3 0 0 16.0
1 0 8 1 0 0 3 5 619 0 1 45 619 619 8 4 3 8 8 45 7 45 1 1 0 0 69.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 3 0 0 210.0
4 0 12 3 3 1 3 9 56 0 1 41 94 442 4 4 2 4 7 41 6 55 2 7 0 0 279.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 33.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 24.0
2 0 10 2 0 0 2 8 44 0 1 28 44 412 3 2 1 3 3 28 3 28 1 5 0 0 380.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 1 0 82.0
2 0 4 2 4 1 4 0 170 0 0 52 170 170 4 0 3 0 4 52 3 52 1 2 2 0 164.0
5 0 37 5 0 0 10 27 4156 22 3 14 7576 7663 22 23 10 35 35 37 33 37 3 5 0 0 951.0
1 0 6 1 0 0 2 4 32 0 1 49 32 45 3 1 2 3 3 49 3 49 1 1 3 0 15.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 30 0 0 0 0 0 -1 0 -1 0 1 0 0 6.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 1 0 0 0 -1 1 -1 0 2 0 0 67.0
4 0 16 4 5 1 5 11 2230 3 2 16 3496 4626 5 6 4 6 11 51 10 51 3 4 1 1 543.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 156 0 0 0 0 0 -1 0 -1 0 1 4 1 46.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 9 0 0 0 0 0 -1 0 -1 0 1 0 0 35.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 2 0 0 23.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 133 0 0 0 0 0 -1 0 -1 0 1 0 0 116.0
1 0 7 1 0 0 1 6 194 0 1 25 194 227 4 3 0 4 4 25 3 25 1 2 0 2 114.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 5 0 1 0 0 0 -1 1 -1 0 2 0 0 13.0
1 0 6 1 0 0 2 4 17 0 1 1 17 28 3 2 0 3 3 1 2 1 1 4 0 0 19.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 29 0 0 1 0 0 -1 1 -1 0 1 1 1 31.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 8 0 1 0 0 0 -1 1 -1 0 2 0 0 64.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 196 0 1 0 0 0 -1 1 -1 0 2 0 0 74.0
4 0 6 4 0 0 1 5 171 0 1 4 171 176 4 3 0 4 4 4 3 4 1 5 0 0 181.0
2 0 5 2 0 0 1 4 7 0 1 1 7 232 3 2 0 3 3 1 2 1 1 2 1 0 45.0
0 0 10 0 0 0 3 7 0 0 0 -1 0 638 0 2 2 0 0 -1 4 -1 0 2 7 0 257.0
3 0 8 3 0 0 6 2 80 0 1 48 80 80 8 1 6 8 8 48 7 48 1 3 0 1 137.0
0 0 6 0 0 0 1 5 0 0 0 -1 0 239 0 2 0 0 0 -1 2 -1 0 2 0 0 41.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 2 0 0 1 0 0 -1 1 -1 0 1 0 0 28.0
4 0 4 4 4 1 4 0 230 0 0 55 230 230 4 0 3 0 4 55 3 55 1 4 0 2 429.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 4 0 0 0 0 0 -1 0 -1 0 2 0 0 8.0
2 0 8 2 0 0 2 6 62 0 1 48 62 304 3 3 1 3 3 48 4 48 1 2 0 2 179.0
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 45.0
0 0 5 0 0 0 0 5 0 0 0 -1 0 98 0 1 0 0 0 -1 1 -1 0 2 1 0 123.0
1 0 8 1 0 0 3 5 47 0 1 41 47 56 4 3 1 4 4 41 4 41 1 2 1 2 782.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 6 0 0 1 0 0 -1 1 -1 0 3 0 0 393.0
0 0 3 0 0 0 1 2 0 0 0 -1 0 44 0 1 0 0 0 -1 1 -1 0 2 0 0 15.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 2 0 0 13.0
2 0 9 1 0 0 1 8 1046 3 2 22 1132 1153 3 5 0 6 6 22 5 45 2 2 1 1 17.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 47 0 0 0 0 0 -1 0 -1 0 2 1 1 14.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 2 0 0 0 0 0 -1 0 -1 0 1 0 0 33.0
0 0 4 0 0 0 4 0 0 0 0 -1 0 269 0 0 2 0 0 -1 2 -1 0 1 0 0 341.0
2 0 19 2 0 0 8 11 2131 0 1 37 2131 2131 19 10 8 19 19 37 18 37 1 2 4 0 188.0
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 2 0 0 8.0
0 0 6 0 0 0 1 5 0 0 0 -1 0 399 0 2 0 0 0 -1 2 -1 0 2 1 0 75.0
0 0 5 0 0 0 1 4 0 0 0 -1 0 18 0 1 0 0 0 -1 1 -1 0 4 0 0 6.0
1 0 6 1 0 0 1 5 173 0 1 14 173 408 3 3 0 3 3 14 3 14 1 2 0 0 48.0
0 0 5 0 0 0 1 4 0 0 0 -1 0 18 0 1 0 0 0 -1 1 -1 0 4 0 0 6.0
3 0 3 3 3 1 3 0 412 0 0 53 412 412 3 0 2 0 3 53 2 53 1 3 3 1 140.0
1 0 9 1 0 0 0 9 116 0 1 1 116 175 4 5 0 4 4 1 5 1 1 3 1 0 55.0
1 0 7 1 0 0 4 3 25 0 1 48 25 85 4 0 3 4 4 48 3 48 1 2 2 0 122.0
1 0 5 1 3 1 5 0 30 0 0 55 30 97 3 0 3 0 3 55 3 55 1 1 0 0 703.0
2 0 4 2 4 1 4 0 79 0 0 55 79 79 4 0 3 0 4 55 3 55 1 2 2 0 42.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 9.0
0 0 3 0 0 0 2 1 0 0 0 -1 0 18 0 0 0 0 0 -1 0 -1 0 2 0 0 27.0
2 0 27 1 0 0 6 21 448 12 3 1 780 840 12 17 6 26 26 39 23 39 3 2 10 0 459.0
0 0 2 0 0 0 2 0 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 0 4.0
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 0 8.0
0 0 3 0 0 0 3 0 0 0 0 -1 0 157 0 0 1 0 0 -1 1 -1 0 3 2 0 53.0
1 0 9 1 3 1 3 6 35 0 0 54 35 165 3 2 2 0 3 54 4 54 1 3 3 1 154.0
0 0 4 0 0 0 0 4 0 0 0 -1 0 46 0 1 0 0 0 -1 1 -1 0 3 0 0 79.0
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 0 75.0
4 0 23 4 3 1 5 18 980 0 1 25 1026 1225 13 12 3 13 16 25 15 57 2 7 3 1 858.0
2 0 4 2 3 1 4 0 297 0 0 53 297 310 3 0 2 0 3 53 2 53 1 2 6 0 91.0
