TotalPeopleInBurst MaximumCodeBurstLate NumberOfChanges MaxPeopleInBurst TotalBurstSizeLate NumberCodeBurstsLate NumberOfChangesLate NumberOfChangesEarly MaxChurnInBurst MaximumCodeBurstEarly NumberCodeBurstsEarly TimeFirstBurst TotalChurnInBurst ChurnTotal MaximumCodeBurst NumberOfConsecutiveChangesEarly NumberConsecutiveChangesLate TotalBurstSizeEarly TotalBurstSize TimeMaxBurst NumberConsecutiveChanges TimeLastBurst NumberCodeBursts PeopleTotal bugs GapSize BurstSize
0 0 2 0 0 0 1 1 0 0 0 -1 0 7 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 13 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 160 0 0 1 0 0 -1 1 -1 0 3 0 3 3
0 0 4 0 0 0 2 2 0 0 0 -1 0 224 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 41 0 0 0 0 0 -1 0 -1 0 3 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 6 0 0 0 2 4 0 0 0 -1 0 302 0 1 0 0 0 -1 1 -1 0 3 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 3 3
2 0 16 2 0 0 1 15 83 8 3 7 197 319 8 12 0 15 15 28 12 28 3 2 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 83 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 6 0 0 0 3 3 0 0 0 -1 0 75 0 0 1 0 0 -1 1 -1 0 4 0 3 3
2 0 13 2 5 1 5 8 735 0 1 30 1233 1233 8 7 4 8 13 30 11 43 2 2 0 3 3
0 0 6 0 0 0 3 3 0 0 0 -1 0 22 0 0 1 0 0 -1 1 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 33 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 13 0 0 0 0 0 -1 0 -1 0 2 1 3 3
2 0 3 2 0 0 0 3 12 0 1 34 12 12 3 2 0 3 3 34 2 34 1 2 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 31 0 1 0 0 0 -1 1 -1 0 1 2 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 75 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 5 0 0 0 0 5 0 0 0 -1 0 111 0 1 0 0 0 -1 1 -1 0 1 0 3 3
0 0 4 0 0 0 2 2 0 0 0 -1 0 363 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 3 0 3 3
0 0 1 0 0 0 1 0 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 3 3
2 0 6 2 0 0 1 5 25 0 1 29 25 230 4 3 0 4 4 29 3 29 1 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 15 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 26 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 6 0 0 0 3 3 0 0 0 -1 0 40 0 1 1 0 0 -1 2 -1 0 2 0 3 3
0 0 4 0 0 0 2 2 0 0 0 -1 0 80 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 3 3
2 0 5 2 0 0 2 3 47 0 1 39 47 57 3 1 1 3 3 39 2 39 1 2 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 243 0 1 0 0 0 -1 1 -1 0 2 1 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 5 0 0 0 1 4 0 0 0 -1 0 31 0 1 1 0 0 -1 2 -1 0 2 0 3 3
0 0 5 0 0 0 2 3 0 0 0 -1 0 86 0 1 0 0 0 -1 1 -1 0 3 1 3 3
2 0 5 2 0 0 0 5 43 0 1 21 43 95 3 2 0 3 3 21 2 21 1 3 0 3 3
2 0 5 2 0 0 1 4 81 0 1 32 81 125 3 2 0 3 3 32 2 32 1 3 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 37 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 34 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 4 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 436 0 0 0 0 0 -1 0 -1 0 2 2 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 77 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 22 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 122 0 0 0 0 0 -1 0 -1 0 3 0 3 3
4 0 11 3 0 0 0 11 82 4 2 17 161 347 4 7 0 8 8 17 7 35 2 4 0 3 3
1 0 6 1 0 0 1 5 38 0 1 35 38 56 3 2 0 3 3 35 2 35 1 1 1 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 13 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 40 0 0 0 0 0 -1 0 -1 0 3 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 9 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 627 0 0 0 0 0 -1 0 -1 0 1 0 3 3
2 0 5 2 0 0 2 3 121 0 1 39 121 193 3 1 1 3 3 39 2 39 1 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 4 0 0 0 2 2 0 0 0 -1 0 132 0 0 0 0 0 -1 0 -1 0 2 1 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 1 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 14 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 262 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 11 0 0 0 0 0 -1 0 -1 0 2 0 3 3
5 0 21 4 0 0 3 18 313 8 3 7 470 549 8 14 2 18 18 29 16 29 3 5 1 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 168 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 14 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 60 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 5 0 0 0 1 4 0 0 0 -1 0 371 0 2 0 0 0 -1 2 -1 0 2 0 3 3
0 0 6 0 0 0 2 4 0 0 0 -1 0 83 0 1 0 0 0 -1 1 -1 0 3 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
2 0 8 2 0 0 1 7 1117 0 1 2 1117 1171 3 4 0 3 3 2 4 2 1 3 0 3 3
0 0 5 0 0 0 0 5 0 0 0 -1 0 336 0 2 0 0 0 -1 2 -1 0 3 0 3 3
0 0 6 0 0 0 0 6 0 0 0 -1 0 36 0 2 0 0 0 -1 2 -1 0 2 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 3 0 3 3
2 0 7 2 0 0 2 5 134 0 1 21 134 207 3 2 1 3 3 21 3 21 1 3 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 51 0 0 0 0 0 -1 0 -1 0 1 0 3 3
3 0 9 3 0 0 1 8 247 0 1 22 247 898 4 4 0 4 4 22 4 22 1 4 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 3 3
2 0 5 2 0 0 0 5 18 0 1 35 18 119 3 2 0 3 3 35 2 35 1 3 0 3 3
3 0 5 3 0 0 2 3 63 0 1 42 63 85 3 1 2 3 3 42 3 42 1 4 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 54 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
2 0 4 2 0 0 0 4 18 0 1 33 18 26 3 2 0 3 3 33 2 33 1 3 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 295 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 26 0 0 0 0 0 -1 0 -1 0 3 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 29 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 35 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 6 0 0 1 0 0 -1 1 -1 0 1 0 3 3
2 0 4 2 0 0 0 4 31 0 1 33 31 31 4 3 0 4 4 33 3 33 1 2 0 3 3
2 0 6 2 0 0 1 5 16 0 1 40 16 29 3 2 0 3 3 40 2 40 1 3 0 3 3
1 0 7 1 0 0 0 7 130 0 1 9 130 302 3 3 0 3 3 9 3 9 1 4 0 3 3
2 0 10 2 0 0 2 8 14 0 1 22 14 70 3 3 1 3 3 22 4 22 1 4 1 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 18 0 0 0 0 0 -1 0 -1 0 1 0 3 3
3 0 9 3 0 0 1 8 765 4 2 21 883 934 4 5 0 7 7 29 5 29 2 3 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 20 0 0 0 0 0 -1 0 -1 0 1 0 3 3
1 0 6 1 0 0 0 6 20 0 1 11 20 53 3 3 0 3 3 11 3 11 1 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
1 0 10 1 0 0 3 7 334 0 1 27 334 351 7 6 1 7 7 27 7 27 1 1 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 70 0 0 1 0 0 -1 1 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 24 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 130 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 258 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 3 0 3 3
2 0 4 2 0 0 1 3 73 0 1 30 73 83 3 2 0 3 3 30 2 30 1 2 0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 22 0 0 0 0 0 -1 0 -1 0 1 0 3 3
8 0 24 4 0 0 7 17 1701 16 2 12 1811 1839 16 14 7 22 22 28 21 28 2 8 4 3 3
0 0 5 0 0 0 2 3 0 0 0 -1 0 128 0 1 1 0 0 -1 2 -1 0 3 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 5 0 0 0 0 5 0 0 0 -1 0 309 0 2 0 0 0 -1 2 -1 0 4 0 3 3
3 0 7 3 0 0 1 6 46 0 1 40 46 68 3 3 0 3 3 40 3 40 1 4 0 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 60 0 1 0 0 0 -1 1 -1 0 1 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 18 0 0 0 0 0 -1 0 -1 0 4 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 9 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 4 0 0 0 2 2 0 0 0 -1 0 31 0 0 1 0 0 -1 1 -1 0 1 0 3 3
0 0 5 0 0 0 0 5 0 0 0 -1 0 30 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 6 0 0 0 1 5 0 0 0 -1 0 136 0 2 0 0 0 -1 2 -1 0 1 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 3 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 9 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 18 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 5 0 0 0 2 3 0 0 0 -1 0 48 0 0 1 0 0 -1 1 -1 0 3 0 3 3
0 0 5 0 0 0 1 4 0 0 0 -1 0 45 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 23 0 0 0 0 0 -1 0 -1 0 3 0 3 3
0 0 5 0 0 0 1 4 0 0 0 -1 0 34 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 79 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 38 0 0 0 0 0 -1 0 -1 0 1 0 3 3
2 0 8 2 0 0 1 7 148 0 1 29 148 1104 3 3 0 3 3 29 3 29 1 4 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 3 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
2 0 11 2 0 0 3 8 810 7 2 29 867 867 7 6 3 11 11 29 9 42 2 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 271 0 1 0 0 0 -1 1 -1 0 1 0 3 3
2 0 7 2 0 0 3 4 716 4 2 31 869 869 4 2 3 7 7 41 5 41 2 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 2 0 3 3
1 0 4 1 0 0 0 4 37 0 1 11 37 54 3 2 0 3 3 11 2 11 1 1 0 3 3
3 0 10 3 4 1 4 6 52 0 0 45 52 413 4 2 3 0 4 45 5 45 1 5 1 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 1 0 3 3
2 0 5 2 0 0 0 5 17 0 1 35 17 99 3 2 0 3 3 35 2 35 1 3 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 5 0 0 0 1 4 0 0 0 -1 0 447 0 1 0 0 0 -1 1 -1 0 3 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 161 0 0 0 0 0 -1 0 -1 0 3 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 14 0 0 0 0 0 -1 0 -1 0 2 0 3 3
3 0 10 3 0 0 4 6 97 0 1 41 97 138 5 2 3 5 5 41 5 41 1 4 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 19 0 0 0 0 0 -1 0 -1 0 1 1 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 28 0 0 0 0 0 -1 0 -1 0 4 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 82 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 19 0 0 0 0 0 -1 0 -1 0 2 0 3 3
4 0 11 3 0 0 3 8 22 4 2 12 33 109 4 4 2 7 7 41 6 41 2 4 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 12 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 118 0 1 0 0 0 -1 1 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 78 0 1 0 0 0 -1 1 -1 0 3 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 27 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 21 0 0 0 0 0 -1 0 -1 0 1 1 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 24 0 1 0 0 0 -1 1 -1 0 3 0 3 3
4 0 14 3 3 1 3 11 236 3 2 11 472 636 3 5 2 6 9 11 7 43 3 5 2 3 3
0 0 5 0 0 0 2 3 0 0 0 -1 0 110 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 5 0 0 0 0 5 0 0 0 -1 0 41 0 1 0 0 0 -1 1 -1 0 4 0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 14 0 0 1 0 0 -1 1 -1 0 3 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 9 0 0 0 0 0 -1 0 -1 0 2 0 3 3
7 0 38 7 0 0 6 32 9208 0 1 2 9208 9208 38 31 6 38 38 2 37 2 1 7 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 19 0 1 0 0 0 -1 1 -1 0 1 0 3 3
0 0 5 0 0 0 0 5 0 0 0 -1 0 36 0 0 0 0 0 -1 0 -1 0 1 0 3 3
1 0 7 1 3 1 4 3 27 0 0 48 27 307 3 1 3 0 3 48 4 48 1 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
3 0 8 3 0 0 0 8 296 4 2 18 434 473 4 5 0 7 7 18 5 31 2 3 0 3 3
2 0 6 2 0 0 1 5 259 0 1 26 259 303 3 2 1 3 3 26 3 26 1 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 4 0 0 0 2 2 0 0 0 -1 0 235 0 0 0 0 0 -1 0 -1 0 2 0 3 3
3 0 19 3 3 1 5 14 211 8 2 18 346 773 8 9 4 11 14 18 13 49 3 8 2 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 44 0 0 0 0 0 -1 0 -1 0 3 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
3 0 12 3 0 0 1 11 212 3 2 17 271 337 3 5 0 6 6 17 5 40 2 5 2 3 3
3 0 6 3 3 1 4 2 48 0 0 48 48 85 3 0 2 0 3 48 2 48 1 3 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 20 0 1 0 0 0 -1 1 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 18 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 13 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 4 0 0 0 1 3 0 0 0 -1 0 173 0 0 1 0 0 -1 1 -1 0 1 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 32 0 1 0 0 0 -1 1 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 5 0 0 0 1 4 0 0 0 -1 0 169 0 2 0 0 0 -1 2 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 18 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 20 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 9 0 0 0 3 6 0 0 0 -1 0 97 0 2 1 0 0 -1 3 -1 0 4 2 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 32 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 1 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 50 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 13 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 212 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 3 3
6 0 16 6 3 1 3 13 343 0 1 14 408 542 6 8 2 6 9 14 10 46 2 6 0 3 3
1 0 11 1 3 1 3 8 268 0 0 44 268 2145 3 2 2 0 3 44 4 44 1 4 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 22 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 36 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 4 0 0 0 0 4 0 0 0 -1 0 250 0 1 0 0 0 -1 1 -1 0 3 0 3 3
0 0 2 0 0 0 1 1 0 0 0 -1 0 4 0 0 0 0 0 -1 0 -1 0 2 0 3 3
4 0 8 3 3 1 3 5 102 0 1 22 160 171 3 2 2 3 6 22 4 49 2 4 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 10 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 8 0 0 0 2 6 0 0 0 -1 0 178 0 2 1 0 0 -1 3 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 19 0 1 0 0 0 -1 1 -1 0 1 0 3 3
0 0 4 0 0 0 2 2 0 0 0 -1 0 23 0 0 0 0 0 -1 0 -1 0 2 0 3 3
2 0 4 2 0 0 1 3 36 0 1 32 36 44 3 2 0 3 3 32 2 32 1 2 0 3 3
0 0 5 0 0 0 0 5 0 0 0 -1 0 68 0 1 0 0 0 -1 1 -1 0 4 0 3 3
4 0 17 3 0 0 4 13 306 7 2 24 517 656 7 8 4 12 12 24 12 42 2 4 3 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 0 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 11 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 3 0 0 0 2 1 0 0 0 -1 0 16 0 0 0 0 0 -1 0 -1 0 3 0 3 3
1 0 6 1 0 0 0 6 42 0 1 14 42 62 3 3 0 3 3 14 3 14 1 2 0 3 3
2 0 7 2 0 0 2 5 10 0 1 41 10 41 3 2 1 3 3 41 3 41 1 3 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 6 0 0 0 0 0 -1 0 -1 0 1 0 3 3
0 0 3 0 0 0 0 3 0 0 0 -1 0 78 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 2 0 0 0 0 2 0 0 0 -1 0 12 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 3 0 0 0 1 2 0 0 0 -1 0 21 0 0 0 0 0 -1 0 -1 0 2 0 3 3
0 0 1 0 0 0 0 1 0 0 0 -1 0 8 0 0 0 0 0 -1 0 -1 0 1 0 3 3
